     id          lon          lat     m               t year mo da ho mi    se flag  parent founder            prob
   1208   -3.5830000   37.2670000   3.4   10095.9082870 1997  8 22 21 47 56.00    2    1208    1208       1.0000000
   1209   -4.3980000   37.9670000   3.9   10098.2658449 1997  8 25  6 22 49.00    2    1209    1209       1.0000000
   1210   -4.0080000   37.0530000   3.2   10101.1225347 1997  8 28  2 56 27.00    2    1210    1210       1.0000000
   1211   -3.3120000   36.4300000   3.5   10117.2639468 1997  9 13  6 20  5.00    2    1211    1211       1.0000000
   1212   -3.6900000   37.0830000   3.3   10127.5280903 1997  9 23 12 40 27.00    2    1212    1212       1.0000000
   1213   -5.3370000   36.4280000   3.8   10129.7803241 1997  9 25 18 43 40.00    2    1213    1213       1.0000000
   1214   -3.1820000   36.3300000   3.2   10137.5390278 1997 10  3 12 56 12.00    2    1214    1214       1.0000000
   1215   -3.1280000   35.9850000   3.3   10142.1574074 1997 10  8  3 46 40.00    2    1215    1215       1.0000000
   1216    0.1370000   39.3480000   3.3   10145.1105440 1997 10 11  2 39 11.00    2    1216    1216       1.0000000
   1217   -3.0220000   36.0130000   4.0   10147.9099306 1997 10 13 21 50 18.00    2    1217    1217       1.0000000
   1218   -3.5430000   37.6370000   3.3   10150.0289236 1997 10 16  0 41 39.00    2    1218    1218       1.0000000
   1219   -4.6100000   37.7700000   3.3   10156.1042708 1997 10 22  2 30  9.00    2    1219    1219       1.0000000
   1220   -4.5780000   36.3200000   3.6   10159.4319907 1997 10 25 10 22  4.00    2    1220    1220       1.0000000
   1221   -2.2050000   37.6450000   3.3   10159.7492593 1997 10 25 17 58 56.00    2    1221    1221       1.0000000
   1222   -3.1830000   36.4110000   3.8   10320.8954977 1998  4  4 21 29 31.00    2    1222    1222       1.0000000
   1223   -1.7180000   37.0210000   3.9   10322.0078356 1998  4  6  0 11 17.00    2    1223    1223       1.0000000
   1224   -4.2170000   37.1910000   3.7   10328.2034491 1998  4 12  4 52 58.00   -1    1224    1224       1.0000000
   1225   -4.2210000   37.1830000   3.4   10328.2118634 1998  4 12  5  5  5.00   -1    1224    1224       1.0000000
   1226   -4.2020000   37.2020000   3.5   10328.3212963 1998  4 12  7 42 40.00   -1    1224    1224       1.0000000
   1227   -4.1840000   37.2190000   3.2   10328.5365856 1998  4 12 12 52 41.00   -1    1224    1224       1.0000000
   1228   -4.2270000   37.2060000   3.6   10328.5490509 1998  4 12 13 10 38.00   -1    1227    1224       1.0000000
   1229   -4.2060000   37.2080000   3.8   10328.5768056 1998  4 12 13 50 36.00    2    1228    1224       1.0000000
   1230   -4.1740000   37.2150000   3.5   10328.6356366 1998  4 12 15 15 19.00    1    1229    1224       1.0000000
   1231   -4.2060000   37.2100000   3.3   10328.6365972 1998  4 12 15 16 42.00    1    1230    1224       1.0000000
   1232   -4.1900000   37.2030000   3.7   10329.0792361 1998  4 13  1 54  6.00    1    1229    1224       1.0000000
   1233   -4.2020000   37.2050000   3.4   10329.1343866 1998  4 13  3 13 31.00    1    1232    1224       1.0000000
   1234   -4.1820000   37.2240000   3.8   10329.2470139 1998  4 13  5 55 42.00    1    1232    1224       1.0000000
   1235   -4.1820000   37.2330000   3.2   10329.3139236 1998  4 13  7 32  3.00    1    1234    1224       1.0000000
   1236   -4.1860000   37.2210000   3.8   10329.5770139 1998  4 13 13 50 54.00    1    1234    1224       1.0000000
   1237   -4.1970000   37.2170000   3.6   10329.6660185 1998  4 13 15 59  4.00    1    1236    1224       1.0000000
   1238   -4.2030000   37.2180000   3.2   10329.7165741 1998  4 13 17 11 52.00    1    1237    1224       1.0000000
   1239   -4.1810000   37.2250000   3.3   10329.8697685 1998  4 13 20 52 28.00    1    1236    1224       1.0000000
   1240   -4.1820000   37.2070000   3.4   10329.9550116 1998  4 13 22 55 13.00    1    1239    1224       1.0000000
   1241   -4.2060000   37.2330000   3.5   10330.0924074 1998  4 14  2 13  4.00    1    1240    1224       1.0000000
   1242   -4.1790000   37.2100000   3.2   10330.2955093 1998  4 14  7  5 32.00    1    1241    1224       1.0000000
   1243   -4.2050000   37.2230000   3.4   10330.8175347 1998  4 14 19 37 15.00    1    1236    1224       1.0000000
   1244   -4.2260000   37.2220000   3.5   10331.7047685 1998  4 15 16 54 52.00    1    1236    1224       1.0000000
   1245   -4.2240000   37.2330000   3.3   10331.9943634 1998  4 15 23 51 53.00    1    1244    1224       1.0000000
   1246   -2.3680000   37.0370000   3.4   10335.3843519 1998  4 19  9 13 28.00    2    1246    1246       1.0000000
   1247   -3.1000000   37.7480000   3.3   10343.9405556 1998  4 27 22 34 24.00    2    1247    1247       1.0000000
   1248   -3.9450000   37.0720000   3.3   10353.8600116 1998  5  7 20 38 25.00    2    1248    1248       1.0000000
   1249   -2.8880000   36.0540000   3.2   10355.4221296 1998  5  9 10  7 52.00    2    1249    1249       1.0000000
   1250   -1.7170000   38.2550000   3.5   10355.6860185 1998  5  9 16 27 52.00    2    1250    1250       1.0000000
   1251   -1.9710000   37.2850000   3.4   10362.8770486 1998  5 16 21  2 57.00    2    1251    1251       1.0000000
   1252   -0.8750000   38.6560000   3.2   10373.7440972 1998  5 27 17 51 30.00    2    1252    1252       1.0000000
   1253   -3.6060000   37.1550000   3.2   10381.8144097 1998  6  4 19 32 45.00    2    1253    1253       1.0000000
   1254   -3.6190000   37.1620000   3.3   10382.7966204 1998  6  5 19  7  8.00    2    1254    1254       1.0000000
   1255   -5.1680000   37.0720000   3.4   10395.6415162 1998  6 18 15 23 47.00    2    1255    1255       1.0000000
   1256   -2.2800000   38.5800000   3.2   10396.6267708 1998  6 19 15  2 33.00    2    1256    1256       1.0000000
   1257   -5.3190000   37.0240000   3.4   10416.4866088 1998  7  9 11 40 43.00    2    1257    1257       1.0000000
   1258   -1.6920000   37.0460000   3.2   10419.5521759 1998  7 12 13 15  8.00    2    1258    1258       1.0000000
   1259   -1.4560000   37.7830000   3.2   10493.3234722 1998  9 24  7 45 48.00    2    1259    1259       1.0000000
   1260   -2.8240000   36.6940000   3.3   10507.9080208 1998 10  8 21 47 33.00    2    1260    1260       1.0000000
   1261   -2.6440000   36.9440000   3.7   10515.4074884 1998 10 16  9 46 47.00    2    1261    1261       1.0000000
   1262   -0.2400000   38.2600000   3.6   10536.3992940 1998 11  6  9 34 59.00    2    1262    1262       1.0000000
   1263   -0.2670000   38.2460000   3.5   10544.1317940 1998 11 14  3  9 47.00    2    1263    1263       1.0000000
   1264   -3.7790000   36.9680000   4.0   10548.9709606 1998 11 18 23 18 11.00    2    1264    1264       1.0000000
   1265   -4.2660000   37.4960000   3.2   10574.5359606 1998 12 14 12 51 47.00    2    1265    1265       1.0000000
   1266   -1.7670000   36.7260000   3.4   10596.8060301 1999  1  5 19 20 41.00    2    1266    1266       1.0000000
   1267   -1.4650000   38.0530000   3.7   10624.5575231 1999  2  2 13 22 50.00   -1    1267    1267       1.0000000
   1268   -1.5010000   38.0960000   4.9   10624.5731134 1999  2  2 13 45 17.00    2    1267    1267       1.0000000
   1269   -1.5150000   38.0850000   3.5   10624.7175579 1999  2  2 17 13 17.00    1    1268    1267       1.0000000
   1270   -1.5200000   38.0640000   3.8   10625.0850579 1999  2  3  2  2 29.00    1    1268    1267       1.0000000
   1271   -3.6860000   37.0630000   3.4   10633.2386343 1999  2 11  5 43 38.00    2    1271    1271       1.0000000
   1272   -2.3200000   37.4130000   3.5   10694.8892940 1999  4 13 21 20 35.00    2    1272    1272       1.0000000
   1273   -1.8630000   37.2230000   3.3   10697.9237153 1999  4 16 22 10  9.00    2    1273    1273       1.0000000
   1274   -2.2010000   37.6270000   3.2   10706.4504282 1999  4 25 10 48 37.00    2    1274    1274       1.0000000
   1275   -2.2030000   37.5950000   3.5   10707.9644097 1999  4 26 23  8 45.00    2    1275    1275       1.0000000
   1276   -1.3590000   38.0460000   3.2   10729.8663310 1999  5 18 20 47 31.00    2    1276    1276       1.0000000
   1277   -2.7160000   36.1900000   3.6   10740.4797222 1999  5 29 11 30 48.00    2    1277    1277       1.0000000
   1278   -3.7010000   37.2410000   3.8   10749.4189005 1999  6  7 10  3 13.00    2    1278    1278       1.0000000
   1279   -2.6960000   36.1440000   3.2   10751.7853125 1999  6  9 18 50 51.00    2    1279    1279       1.0000000
   1280   -2.1450000   37.3950000   3.8   10756.8878472 1999  6 14 21 18 30.00    2    1280    1280       1.0000000
   1281   -5.0140000   36.6470000   3.2   10766.0648032 1999  6 24  1 33 19.00    2    1281    1281       1.0000000
   1282   -3.8170000   37.0940000   3.2   10776.8562153 1999  7  4 20 32 57.00    2    1282    1282       1.0000000
   1283   -3.6890000   36.9670000   3.2   10785.7277315 1999  7 13 17 27 56.00    2    1283    1283       1.0000000
   1284   -2.7270000   37.1470000   3.5   10801.7323727 1999  7 29 17 34 37.00    2    1284    1284       1.0000000
   1285   -1.6900000   38.1680000   3.8   10817.2896065 1999  8 14  6 57  2.00    2    1285    1285       1.0000000
   1286   -0.8340000   38.4340000   3.8   10907.8623264 1999 11 12 20 41 45.00    2    1286    1286       1.0000000
   1287   -2.1700000   37.6300000   3.5   10940.5619676 1999 12 15 13 29 14.00    2    1287    1287       1.0000000
   1288   -4.2640000   36.9700000   3.3   10942.9389120 1999 12 17 22 32  2.00    2    1288    1288       1.0000000
   1289   -3.0900000   36.8370000   3.3   11006.8369213 2000  2 19 20  5 10.00    2    1289    1289       1.0000000
   1290   -4.0460000   36.9850000   3.3   11028.2490394 2000  3 12  5 58 37.00    2    1290    1290       1.0000000
   1291    0.1190000   38.1610000   3.5   11049.2684491 2000  4  2  6 26 34.00    2    1291    1291       1.0000000
   1292   -3.8250000   37.0370000   3.2   11068.2033449 2000  4 21  4 52 49.00    2    1292    1292       1.0000000
   1293   -0.9160000   38.0260000   3.5   11069.7292824 2000  4 22 17 30 10.00    2    1293    1293       1.0000000
   1294   -3.7630000   37.4990000   3.4   11093.2139005 2000  5 16  5  8  1.00    2    1294    1294       1.0000000
   1295   -3.0100000   36.3890000   3.4   11104.3263079 2000  5 27  7 49 53.00    2    1295    1295       1.0000000
   1296   -5.4750000   36.9930000   3.6   11122.5139005 2000  6 14 12 20  1.00    2    1296    1296       1.0000000
   1297   -3.9080000   36.9710000   3.4   11155.6550926 2000  7 17 15 43 20.00    2    1297    1297       1.0000000
   1298   -3.0230000   36.7530000   3.4   11164.5835880 2000  7 26 14  0 22.00    2    1298    1298       1.0000000
   1299   -1.7650000   37.6440000   3.9   11171.3761343 2000  8  2  9  1 38.00    2    1299    1299       1.0000000
   1300   -3.5330000   35.9310000   3.5   11182.9708218 2000  8 13 23 17 59.00    2    1300    1300       1.0000000
   1301   -1.7720000   37.6360000   4.0   11192.5433565 2000  8 23 13  2 26.00    2    1301    1301       1.0000000
   1302   -1.1520000   39.7240000   3.6   11217.3145486 2000  9 17  7 32 57.00    2    1302    1302       1.0000000
   1303   -1.8500000   37.3670000   3.3   11228.4929398 2000  9 28 11 49 50.00    2    1303    1303       1.0000000
   1304   -3.2470000   36.6570000   3.3   11266.2950579 2000 11  5  7  4 53.00    2    1304    1304       1.0000000
   1305   -2.8360000   36.7610000   3.2   11268.9193171 2000 11  7 22  3 49.00    2    1305    1305       1.0000000
   1306   -3.2520000   36.7010000   3.2   11269.7700463 2000 11  8 18 28 52.00    2    1306    1306       1.0000000
   1307   -3.1520000   37.7900000   3.6   11270.8737269 2000 11  9 20 58 10.00    2    1307    1307       1.0000000
   1308   -4.2470000   37.1400000   3.2   11285.2481829 2000 11 24  5 57 23.00    2    1308    1308       1.0000000
   1309   -3.7060000   36.9970000   3.4   11293.1830903 2000 12  2  4 23 39.00    2    1309    1309       1.0000000
   1310   -2.5180000   37.5300000   3.3   11329.5904051 2001  1  7 14 10 11.00    2    1310    1310       1.0000000
   1311   -5.3170000   36.5020000   3.3   11334.9740509 2001  1 12 23 22 38.00    2    1311    1311       1.0000000
   1312   -3.1980000   36.7170000   3.5   11338.1901852 2001  1 16  4 33 52.00    2    1312    1312       1.0000000
   1313   -4.1500000   37.0670000   3.3   11343.1269676 2001  1 21  3  2 50.00    2    1313    1313       1.0000000
